gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,bachelor's degree,standard,completed,52,63,69
female,group C,some college,standard,none,64,75,69
female,group B,high school,standard,none,43,53,49
male,group A,high school,free/reduced,none,37,38,32
male,group C,master's degree,free/reduced,completed,90,86,88
female,group B,high school,standard,completed,64,77,80
female,group B,associate's degree,free/reduced,none,54,75,72
male,group C,associate's degree,free/reduced,none,63,65,56
male,group B,associate's degree,standard,none,43,35,35
male,group A,some high school,standard,none,76,76,71
male,group E,high school,standard,completed,63,51,54
female,group C,bachelor's degree,standard,none,69,83,78
female,group D,some high school,standard,none,48,53,43
female,group D,some college,standard,completed,85,97,97
female,group B,some college,standard,none,78,72,73
male,group D,high school,standard,completed,84,87,83
female,group D,associate's degree,free/reduced,none,76,85,85
male,group D,some high school,standard,none,70,64,65
female,group C,some high school,standard,none,39,46,43
female,group B,some high school,free/reduced,completed,66,76,78
male,group E,high school,standard,none,69,64,59
male,group B,some college,free/reduced,completed,63,65,59
male,group D,bachelor's degree,standard,none,79,68,67
male,group B,high school,standard,completed,69,61,64
female,group C,some college,standard,none,73,73,71
female,group C,high school,standard,completed,85,100,100
female,group D,associate's degree,standard,completed,61,77,79
male,group E,bachelor's degree,free/reduced,none,74,75,74
male,group D,some college,standard,none,66,67,63
male,group C,bachelor's degree,standard,none,86,72,70
male,group E,associate's degree,free/reduced,none,72,70,70
female,group C,some college,standard,none,79,80,83
female,group A,associate's degree,standard,none,76,79,82
female,group E,some college,standard,completed,79,86,89
female,group B,associate's degree,standard,completed,73,82,82
female,group A,some high school,standard,none,49,68,63
male,group D,some high school,standard,none,62,52,53
male,group D,high school,standard,completed,91,87,89
male,group B,some high school,standard,completed,66,62,58
female,group C,associate's degree,standard,completed,65,77,79
female,group E,associate's degree,standard,none,60,53,55
female,group C,master's degree,free/reduced,none,73,74,74
male,group D,high school,free/reduced,completed,59,52,53
female,group C,some college,free/reduced,none,34,31,32
female,group C,some high school,free/reduced,none,57,77,71
female,group B,high school,standard,completed,44,49,56
female,group E,some high school,free/reduced,none,29,45,46
male,group B,some college,standard,none,67,69,60
male,group A,bachelor's degree,standard,none,71,72,73
female,group D,high school,standard,completed,60,69,70
female,group E,some high school,standard,none,57,69,66
female,group D,some college,standard,completed,53,63,67
male,group C,bachelor's degree,standard,completed,75,68,73
male,group B,some college,standard,none,74,64,68
female,group D,bachelor's degree,free/reduced,completed,58,75,78
female,group D,some college,standard,completed,65,68,77
male,group C,some college,free/reduced,completed,66,72,70
female,group C,some college,standard,none,46,51,52
female,group B,some college,standard,completed,68,82,76
female,group D,some high school,free/reduced,none,28,49,50
male,group B,associate's degree,standard,completed,69,66,58
female,group C,high school,standard,completed,60,64,67
male,group D,master's degree,standard,none,94,80,88
male,group B,some college,free/reduced,completed,41,48,43
male,group B,some high school,free/reduced,completed,57,54,56
male,group D,associate's degree,standard,none,59,59,54
female,group B,high school,standard,completed,55,68,61
female,group E,some high school,standard,completed,70,74,77
female,group E,high school,standard,completed,69,74,73
female,group D,some high school,standard,none,60,65,71
male,group C,some college,standard,completed,41,39,37
female,group C,some college,standard,none,77,88,88
male,group B,associate's degree,standard,none,74,64,59
male,group C,some high school,standard,completed,70,73,68
female,group C,bachelor's degree,standard,none,54,65,61
female,group E,some college,standard,none,75,75,76
female,group B,some college,free/reduced,none,44,50,55
female,group A,bachelor's degree,free/reduced,none,66,75,77
female,group C,some college,standard,none,68,70,69
female,group E,associate's degree,standard,none,85,87,82
female,group B,high school,free/reduced,completed,64,78,79
male,group E,some high school,standard,none,97,93,86
female,group C,some high school,standard,none,51,61,62
female,group C,some high school,free/reduced,completed,58,68,65
female,group D,some high school,standard,none,52,47,54
male,group D,associate's degree,free/reduced,completed,66,66,67
female,group C,bachelor's degree,standard,none,62,74,73
female,group E,master's degree,free/reduced,completed,76,83,89
male,group D,some high school,free/reduced,completed,59,52,53
female,group E,some high school,standard,completed,67,68,72
male,group B,some high school,free/reduced,none,52,49,51
female,group E,associate's degree,free/reduced,none,44,52,50
male,group C,some college,standard,none,76,70,67
female,group C,master's degree,standard,completed,60,68,72
male,group C,associate's degree,standard,none,70,62,58
male,group D,some high school,standard,completed,77,79,73
male,group D,high school,standard,none,84,76,76
female,group C,some high school,free/reduced,none,55,69,69
female,group E,bachelor's degree,standard,none,68,58,68
female,group D,some college,free/reduced,completed,72,78,88
female,group E,associate's degree,free/reduced,completed,70,82,78
male,group D,high school,standard,none,66,67,61
female,group E,some college,free/reduced,none,76,84,77
female,group C,bachelor's degree,standard,none,75,79,81
female,group C,associate's degree,standard,none,53,65,58
male,group C,some college,free/reduced,completed,66,74,70
female,group E,associate's degree,free/reduced,completed,58,73,76
female,group E,bachelor's degree,standard,none,77,87,87
female,group C,some college,standard,none,61,78,69
male,group B,high school,standard,none,64,66,65
male,group C,some college,standard,none,63,67,69
female,group D,some high school,standard,completed,57,81,78
female,group B,some college,standard,none,68,82,76
female,group C,bachelor's degree,standard,none,66,85,86
female,group C,bachelor's degree,standard,completed,76,79,86
male,group B,some college,free/reduced,none,52,58,54
female,group D,high school,standard,completed,71,79,78
male,group D,some college,standard,completed,83,87,84
male,group C,bachelor's degree,standard,none,67,60,56
female,group B,bachelor's degree,free/reduced,none,59,73,68
male,group C,some college,free/reduced,none,36,39,37
female,group C,bachelor's degree,free/reduced,completed,70,89,89
male,group C,bachelor's degree,free/reduced,none,66,56,53
male,group B,associate's degree,free/reduced,none,50,50,45
male,group C,associate's degree,free/reduced,none,53,54,46
male,group D,some college,standard,none,79,80,78
female,group B,some high school,free/reduced,completed,34,53,50
female,group D,associate's degree,standard,none,74,73,79
female,group C,associate's degree,free/reduced,completed,81,93,90
female,group B,bachelor's degree,free/reduced,none,54,63,66
female,group C,some high school,standard,none,63,61,65
female,group B,some college,free/reduced,completed,37,38,40
male,group D,high school,standard,completed,100,100,100
female,group C,high school,free/reduced,none,41,54,52
female,group C,associate's degree,standard,completed,67,83,83
male,group E,some college,standard,completed,69,67,62
female,group D,associate's degree,free/reduced,none,60,65,66
male,group B,associate's degree,free/reduced,none,62,69,65
male,group B,bachelor's degree,standard,completed,72,74,77
male,group D,some high school,standard,none,79,80,74
male,group B,some college,standard,completed,80,77,73
female,group C,master's degree,standard,completed,88,97,100
male,group D,bachelor's degree,standard,completed,83,86,89
male,group C,some high school,free/reduced,none,42,45,44
female,group B,some college,standard,none,50,52,54
female,group D,associate's degree,free/reduced,none,77,88,87
female,group D,some high school,standard,completed,81,81,93
male,group C,high school,standard,none,59,53,54
female,group C,some college,standard,completed,57,74,75
female,group C,some college,standard,none,32,35,40
male,group C,associate's degree,free/reduced,completed,62,54,51
female,group A,some college,standard,none,68,77,75
female,group C,bachelor's degree,standard,none,77,85,84
female,group D,high school,standard,completed,90,88,98
male,group D,some high school,free/reduced,none,44,42,40
female,group E,associate's degree,standard,none,74,77,78
male,group C,some college,standard,none,51,50,49
male,group B,high school,standard,none,62,58,51
female,group E,master's degree,free/reduced,completed,75,81,79
female,group E,some high school,standard,completed,85,91,86
male,group D,high school,free/reduced,none,58,58,51
male,group C,high school,standard,none,66,56,58
female,group D,associate's degree,standard,none,75,84,83
male,group B,high school,standard,none,57,53,49
female,group C,high school,standard,completed,67,76,72
male,group B,bachelor's degree,standard,none,69,59,58
female,group B,master's degree,free/reduced,none,38,59,62
female,group B,some college,standard,completed,72,78,87
female,group C,some college,standard,none,47,49,48
female,group D,some high school,standard,completed,72,70,83
male,group A,master's degree,standard,none,82,71,70
female,group B,master's degree,free/reduced,none,43,45,50
male,group C,some college,free/reduced,none,56,60,50
male,group B,some college,standard,none,81,78,76
male,group B,some high school,standard,completed,66,73,70
female,group C,some college,free/reduced,none,47,48,49
male,group B,high school,standard,completed,70,80,78
female,group B,some high school,free/reduced,none,66,89,82
male,group C,associate's degree,standard,completed,75,71,75
female,group D,some college,free/reduced,none,69,84,79
female,group C,some college,free/reduced,none,54,78,72
female,group D,some college,standard,none,57,70,66
female,group C,associate's degree,free/reduced,none,69,76,72
male,group A,associate's degree,standard,none,71,64,58
male,group B,high school,standard,completed,80,69,70
male,group B,some college,standard,none,69,59,53
female,group A,some high school,free/reduced,completed,68,82,83
female,group E,some high school,standard,none,94,91,88
female,group C,high school,standard,none,65,70,65
male,group C,bachelor's degree,free/reduced,none,50,49,40
female,group C,high school,free/reduced,none,63,67,64
male,group E,some college,free/reduced,none,88,79,73
female,group B,bachelor's degree,standard,none,49,54,59
male,group D,high school,standard,none,69,60,61
female,group C,master's degree,standard,completed,90,100,96
female,group E,some high school,standard,none,72,71,65
male,group D,high school,standard,none,72,73,71
female,group B,high school,standard,completed,52,61,63
female,group C,associate's degree,standard,completed,76,90,94
female,group C,high school,standard,none,70,69,65
female,group C,master's degree,standard,completed,95,99,98
male,group E,associate's degree,free/reduced,completed,69,59,61
male,group D,master's degree,standard,none,61,49,53
male,group B,associate's degree,free/reduced,none,68,66,65
male,group D,master's degree,free/reduced,none,40,38,33
female,group E,some college,standard,none,67,66,68
male,group B,high school,standard,none,61,62,54
male,group B,associate's degree,standard,completed,66,72,72
female,group A,associate's degree,free/reduced,completed,54,71,62
female,group E,associate's degree,standard,none,78,79,75
female,group D,some high school,standard,none,75,80,81
female,group C,some college,standard,none,87,95,81
female,group B,some college,standard,none,59,68,63
female,group C,associate's degree,free/reduced,none,71,82,83
female,group B,some college,standard,completed,65,78,74
female,group B,some high school,standard,none,77,85,82
female,group D,some high school,free/reduced,none,58,73,64
male,group D,master's degree,free/reduced,completed,86,84,82
male,group D,bachelor's degree,standard,none,83,84,80
male,group B,some college,standard,none,45,43,36
male,group C,some college,free/reduced,none,49,45,43
female,group B,some college,standard,completed,59,58,65
male,group D,associate's degree,standard,none,75,69,71
female,group C,high school,free/reduced,none,44,48,51
female,group E,high school,standard,none,88,95,92
female,group D,some college,free/reduced,none,40,54,44
male,group B,high school,standard,none,62,54,50
female,group D,bachelor's degree,standard,completed,100,100,100
male,group E,high school,standard,completed,75,77,77
female,group C,some high school,free/reduced,completed,41,56,51
female,group A,some high school,free/reduced,none,44,67,55
female,group D,associate's degree,standard,completed,88,88,99
female,group C,high school,standard,completed,72,74,79
male,group C,bachelor's degree,standard,completed,95,100,100
male,group C,bachelor's degree,free/reduced,none,69,64,63
female,group C,associate's degree,standard,completed,74,89,97
male,group C,bachelor's degree,standard,completed,57,53,56
male,group E,some high school,free/reduced,completed,56,56,50
male,group D,some college,standard,none,71,70,67
male,group B,bachelor's degree,standard,completed,58,43,48
female,group C,high school,standard,none,53,73,70
male,group C,some college,standard,none,75,70,69
female,group D,some college,standard,none,74,76,82
male,group B,some college,standard,completed,30,38,37
female,group D,bachelor's degree,free/reduced,completed,52,58,62
female,group B,bachelor's degree,standard,completed,75,80,84
male,group B,bachelor's degree,standard,none,70,63,63
male,group C,associate's degree,standard,none,77,70,65
male,group B,some college,free/reduced,completed,78,75,78
male,group E,bachelor's degree,standard,completed,89,94,91
male,group E,associate's degree,free/reduced,none,85,81,73
male,group B,high school,free/reduced,completed,52,61,53
female,group B,some college,standard,none,55,62,55
female,group B,some college,standard,none,64,68,75
male,group C,some college,standard,none,71,68,64
male,group B,associate's degree,standard,completed,72,70,68
male,group C,some high school,free/reduced,completed,76,76,74
male,group B,some college,standard,completed,73,78,72
male,group B,some high school,free/reduced,completed,57,59,59
female,group C,associate's degree,standard,none,72,74,71
male,group A,associate's degree,free/reduced,none,62,61,59
male,group B,some college,free/reduced,none,72,67,65
male,group D,some high school,free/reduced,completed,69,70,72
female,group A,high school,standard,none,70,81,79
male,group A,associate's degree,standard,none,63,59,55
female,group E,bachelor's degree,free/reduced,none,64,64,67
male,group D,some high school,standard,none,71,63,66
female,group D,some high school,standard,none,75,72,73
male,group D,associate's degree,free/reduced,completed,70,72,68
female,group C,some high school,free/reduced,completed,40,57,54
male,group D,bachelor's degree,standard,completed,55,59,56
female,group B,some college,standard,none,71,82,85
male,group C,master's degree,standard,none,94,87,86
female,group D,high school,standard,none,76,76,84
female,group E,some high school,free/reduced,completed,71,83,79
female,group C,associate's degree,standard,none,66,85,79
male,group E,some high school,standard,none,76,66,62
male,group C,some high school,standard,completed,55,52,46
male,group A,some high school,standard,none,56,50,49
female,group C,master's degree,free/reduced,none,69,73,76
female,group E,bachelor's degree,free/reduced,none,47,50,52
male,group D,high school,free/reduced,none,60,58,58
female,group D,high school,standard,none,58,64,65
female,group D,master's degree,standard,none,96,100,100
male,group C,high school,free/reduced,completed,61,61,54
male,group D,some high school,standard,none,66,75,71
male,group D,high school,standard,none,91,75,76
female,group C,high school,standard,none,56,60,57
male,group D,associate's degree,standard,completed,100,88,93
female,group D,associate's degree,standard,none,94,99,100
female,group B,bachelor's degree,free/reduced,none,80,97,86
female,group C,master's degree,free/reduced,none,49,57,57
female,group D,associate's degree,standard,completed,74,89,90
female,group B,some college,standard,none,67,63,63
female,group C,some college,standard,none,56,79,73
female,group A,some college,free/reduced,none,58,77,75
female,group A,associate's degree,standard,completed,59,72,70
female,group B,some high school,standard,none,74,65,69
male,group B,associate's degree,free/reduced,completed,67,59,60
male,group C,some high school,standard,none,69,66,66
female,group A,master's degree,standard,none,56,63,59
female,group B,some college,standard,none,62,72,76
female,group C,associate's degree,standard,none,75,81,80
female,group B,bachelor's degree,standard,none,80,83,84
male,group C,some high school,standard,none,52,44,45
male,group E,some college,free/reduced,none,58,51,45
male,group D,some college,standard,none,76,75,75
male,group C,some high school,standard,completed,89,82,83
male,group C,associate's degree,standard,none,66,73,63
male,group C,some college,free/reduced,none,44,51,47
female,group B,master's degree,standard,none,82,85,81
female,group C,some college,standard,completed,56,67,61
male,group C,associate's degree,standard,none,72,83,81
male,group D,high school,standard,completed,75,68,68
male,group C,bachelor's degree,standard,none,74,83,79
female,group C,high school,standard,none,85,94,93
male,group C,high school,free/reduced,completed,63,68,63
female,group A,some high school,standard,none,69,72,67
female,group C,some high school,standard,none,72,76,69
male,group B,master's degree,standard,none,70,60,60
female,group C,high school,free/reduced,none,35,43,42
female,group C,high school,free/reduced,completed,47,64,66
female,group B,high school,standard,completed,53,69,66
male,group A,high school,standard,none,59,64,51
male,group B,master's degree,free/reduced,none,57,55,47
female,group C,some college,standard,completed,66,92,84
male,group E,some high school,standard,completed,87,86,76
male,group B,some high school,standard,none,72,70,60
female,group B,associate's degree,standard,none,69,72,72
male,group D,associate's degree,free/reduced,none,71,72,72
male,group D,some high school,standard,completed,70,77,72
female,group B,some college,standard,none,42,50,46
female,group C,associate's degree,free/reduced,completed,57,69,74
male,group D,associate's degree,standard,none,78,69,62
female,group E,bachelor's degree,standard,none,95,94,98
female,group C,master's degree,free/reduced,completed,51,60,66
male,group D,associate's degree,free/reduced,none,60,54,44
male,group C,associate's degree,standard,none,69,77,70
male,group B,master's degree,standard,completed,88,80,90
female,group D,some college,standard,none,71,81,81
female,group C,bachelor's degree,standard,none,88,95,92
male,group E,bachelor's degree,free/reduced,none,76,70,64
male,group B,master's degree,standard,none,81,73,75
male,group D,some high school,free/reduced,completed,59,68,66
male,group D,high school,standard,completed,73,66,66
male,group D,associate's degree,free/reduced,none,79,72,74
male,group B,some college,standard,none,64,62,63
male,group A,master's degree,standard,none,83,89,87
male,group C,master's degree,free/reduced,none,70,69,68
male,group C,some college,standard,none,69,68,68
male,group C,master's degree,standard,none,76,64,62
female,group D,some college,standard,none,73,70,71
male,group D,some college,standard,completed,86,83,86
male,group E,high school,standard,none,83,77,68
female,group C,some college,free/reduced,none,39,60,51
male,group C,high school,free/reduced,none,34,35,36
male,group B,high school,standard,none,79,74,67
male,group E,bachelor's degree,standard,none,70,56,55
male,group E,associate's degree,standard,none,90,84,78
male,group B,high school,standard,none,83,80,74
male,group D,high school,standard,none,66,66,60
male,group D,some college,standard,none,76,70,63
female,group D,some college,free/reduced,none,68,81,85
male,group D,high school,free/reduced,completed,69,57,64
male,group A,bachelor's degree,standard,none,80,62,59
female,group B,master's degree,free/reduced,none,31,41,38
female,group D,some high school,standard,completed,78,88,98
male,group B,some college,standard,completed,72,65,66
male,group C,high school,standard,none,51,48,41
female,group D,high school,standard,none,39,48,46
female,group C,some high school,standard,none,62,75,78
female,group E,some high school,standard,none,57,58,62
female,group D,some college,standard,none,70,83,76
male,group D,high school,free/reduced,none,71,68,65
male,group C,master's degree,standard,completed,83,84,86
male,group E,associate's degree,standard,none,64,59,47
female,group B,high school,standard,none,68,72,71
male,group C,high school,standard,none,78,76,65
male,group C,master's degree,standard,none,89,87,81
male,group C,bachelor's degree,standard,completed,100,92,97
male,group D,some high school,standard,none,81,77,69
male,group C,associate's degree,free/reduced,none,71,67,61
female,group D,high school,standard,completed,73,79,86
female,group C,some high school,standard,completed,74,88,82
female,group D,associate's degree,standard,completed,85,88,92
male,group B,associate's degree,free/reduced,completed,72,78,74
male,group D,master's degree,standard,none,67,54,59
female,group D,associate's degree,standard,none,69,79,72
male,group C,high school,standard,completed,67,81,80
female,group B,some high school,free/reduced,none,53,70,68
female,group C,bachelor's degree,standard,none,75,84,87
male,group E,high school,standard,none,76,70,62
male,group C,some college,standard,completed,62,63,63
female,group D,bachelor's degree,free/reduced,completed,89,98,100
female,group C,some high school,standard,completed,65,84,82
male,group D,high school,standard,none,66,56,58
male,group D,some high school,standard,none,80,79,82
female,group B,high school,standard,none,74,73,74
male,group C,associate's degree,standard,none,72,76,74
male,group B,some college,standard,none,81,77,80
female,group D,associate's degree,free/reduced,none,50,61,65
male,group C,bachelor's degree,standard,none,43,37,37
male,group C,some high school,standard,none,53,49,43
female,group C,high school,standard,completed,60,68,75
female,group A,associate's degree,standard,none,74,80,75
male,group B,high school,free/reduced,completed,69,69,72
female,group B,high school,standard,completed,79,77,80
male,group D,some college,standard,completed,75,75,79
male,group D,some high school,standard,completed,72,61,61
male,group E,high school,free/reduced,none,51,56,56
female,group C,some college,standard,completed,70,86,88
female,group E,associate's degree,free/reduced,none,63,74,75
female,group D,bachelor's degree,standard,none,67,77,82
male,group C,some high school,free/reduced,completed,47,54,57
female,group C,associate's degree,standard,completed,53,48,50
female,group C,some college,free/reduced,none,45,63,61
female,group E,some high school,free/reduced,completed,62,64,63
female,group B,associate's degree,free/reduced,none,62,70,67
male,group E,some college,standard,none,80,81,76
male,group E,associate's degree,standard,completed,100,92,83
female,group A,some college,standard,completed,71,87,90
male,group D,high school,standard,none,60,64,59
female,group C,high school,free/reduced,none,52,65,68
female,group C,some college,standard,none,83,92,93
female,group D,master's degree,standard,completed,95,94,100
male,group E,some high school,free/reduced,none,82,71,72
male,group D,some college,free/reduced,completed,61,59,58
male,group D,associate's degree,standard,none,48,40,43
female,group E,some high school,standard,none,68,81,75
female,group C,some high school,standard,completed,82,92,96
male,group C,bachelor's degree,free/reduced,completed,59,74,74
female,group D,high school,free/reduced,none,50,62,61
female,group C,associate's degree,standard,none,44,66,66
male,group D,associate's degree,standard,none,60,46,43
female,group D,bachelor's degree,standard,completed,78,86,93
male,group B,associate's degree,standard,completed,71,69,73
female,group D,associate's degree,standard,none,55,64,70
male,group B,associate's degree,standard,none,54,54,50
male,group B,high school,standard,completed,75,80,75
male,group D,high school,standard,none,88,79,78
female,group D,bachelor's degree,standard,none,89,87,95
female,group A,associate's degree,free/reduced,none,51,73,62
male,group A,some college,free/reduced,none,57,55,55
female,group A,some college,free/reduced,none,34,48,55
male,group B,high school,standard,none,58,59,52
male,group D,high school,free/reduced,none,66,53,56
female,group C,associate's degree,standard,none,55,56,57
male,group D,associate's degree,standard,none,99,90,85
male,group D,some high school,standard,completed,80,77,70
female,group C,high school,standard,none,40,38,41
female,group E,associate's degree,standard,completed,76,85,82
male,group D,some high school,free/reduced,none,55,58,49
female,group C,master's degree,free/reduced,completed,71,90,86
female,group C,some college,standard,none,47,64,61
female,group D,associate's degree,standard,none,53,66,61
female,group C,some high school,free/reduced,completed,38,59,56
male,group D,some college,free/reduced,none,63,54,52
female,group A,bachelor's degree,standard,completed,90,100,100
male,group B,bachelor's degree,standard,completed,62,51,49
female,group B,associate's degree,free/reduced,none,60,65,65
female,group C,bachelor's degree,standard,none,96,96,99
female,group A,bachelor's degree,standard,completed,69,85,88
female,group C,associate's degree,standard,none,45,61,59
male,group D,master's degree,standard,completed,85,73,76
male,group E,high school,standard,none,81,83,77
female,group C,master's degree,standard,none,91,94,95
male,group B,some college,free/reduced,none,64,51,48
female,group C,master's degree,free/reduced,none,50,63,67
male,group D,high school,free/reduced,none,53,37,38
male,group D,some college,standard,none,77,78,72
female,group D,some college,standard,none,64,72,64
female,group B,some college,standard,completed,67,70,73
male,group B,some college,free/reduced,completed,80,86,88
male,group B,high school,standard,completed,73,62,64
female,group A,associate's degree,standard,none,42,40,45
female,group B,master's degree,free/reduced,none,35,50,54
male,group E,some college,standard,completed,65,56,53
female,group D,some college,standard,none,76,83,79
female,group B,associate's degree,free/reduced,none,50,57,64
female,group C,some high school,standard,none,77,82,80
female,group C,master's degree,standard,completed,83,100,100
male,group D,some college,free/reduced,none,35,37,33
male,group A,master's degree,free/reduced,none,82,80,74
male,group B,some high school,standard,none,65,72,70
female,group B,some college,standard,none,56,57,58
female,group A,associate's degree,standard,none,82,88,87
female,group C,some high school,standard,none,45,45,52
male,group E,high school,standard,none,89,81,68
male,group C,bachelor's degree,free/reduced,none,52,56,54
male,group B,associate's degree,standard,none,79,78,78
female,group E,some college,standard,completed,86,82,86
male,group C,bachelor's degree,free/reduced,none,41,50,39
female,group C,associate's degree,free/reduced,completed,68,78,81
male,group D,some college,free/reduced,none,77,81,77
male,group C,some high school,free/reduced,completed,54,65,58
male,group C,associate's degree,standard,completed,71,66,64
male,group A,associate's degree,free/reduced,none,60,63,59
female,group D,some high school,standard,completed,71,78,86
female,group C,associate's degree,standard,none,64,76,77
female,group D,bachelor's degree,standard,none,67,66,69
female,group D,bachelor's degree,standard,completed,60,76,80
male,group D,some high school,standard,completed,72,65,66
female,group D,associate's degree,standard,none,59,69,67
female,group C,high school,free/reduced,none,49,55,50
female,group C,some college,standard,completed,38,61,66
female,group B,some high school,free/reduced,completed,39,47,50
male,group A,high school,standard,none,66,48,44
male,group D,bachelor's degree,free/reduced,completed,61,63,67
male,group D,master's degree,standard,none,86,83,80
female,group D,some college,standard,completed,55,78,85
female,group E,master's degree,standard,completed,92,100,100
female,group B,some high school,standard,completed,74,79,83
female,group C,associate's degree,standard,completed,69,69,74
male,group B,associate's degree,free/reduced,none,30,43,30
female,group E,associate's degree,standard,none,97,100,94
male,group A,associate's degree,free/reduced,none,53,48,44
male,group C,bachelor's degree,standard,completed,94,100,100
female,group C,associate's degree,standard,completed,62,69,74
male,group C,associate's degree,standard,none,36,33,32
female,group B,associate's degree,free/reduced,none,39,55,49
male,group C,associate's degree,standard,completed,56,48,51
female,group B,some college,standard,none,79,85,82
female,group D,high school,standard,none,64,74,66
male,group D,some college,free/reduced,none,60,47,39
male,group D,high school,free/reduced,none,69,65,69
female,group D,high school,free/reduced,none,53,63,64
male,group C,some high school,free/reduced,none,49,40,41
female,group D,associate's degree,standard,completed,86,93,96
male,group B,high school,standard,completed,70,78,80
male,group B,associate's degree,standard,none,75,75,70
male,group B,some high school,standard,completed,68,76,73
male,group D,some high school,standard,none,52,57,46
male,group C,high school,standard,completed,79,72,69
female,group C,high school,free/reduced,none,52,47,50
male,group D,high school,standard,none,82,71,72
male,group D,associate's degree,free/reduced,none,76,78,75
female,group E,high school,standard,none,65,75,77
male,group B,some high school,standard,completed,38,48,40
female,group E,some college,standard,completed,87,94,100
male,group B,bachelor's degree,free/reduced,none,70,62,61
male,group C,high school,standard,none,80,68,66
male,group E,some college,standard,completed,89,90,90
female,group D,some college,free/reduced,completed,61,82,84
male,group E,some high school,free/reduced,completed,58,49,48
male,group D,some college,standard,none,83,68,68
female,group C,bachelor's degree,standard,none,65,64,64
female,group C,some college,standard,completed,76,84,83
male,group E,associate's degree,free/reduced,none,73,61,58
female,group D,some college,free/reduced,none,54,54,58
female,group E,master's degree,free/reduced,completed,79,92,94
female,group C,some high school,standard,none,80,84,85
female,group E,master's degree,free/reduced,none,81,100,100
male,group E,some high school,standard,none,100,88,84
male,group E,some high school,standard,completed,95,87,87
female,group C,associate's degree,free/reduced,none,67,67,69
female,group A,some college,standard,completed,73,77,83
male,group B,bachelor's degree,free/reduced,none,50,54,50
male,group C,some college,standard,none,60,59,57
male,group D,some college,standard,none,76,58,67
female,group C,high school,standard,completed,81,98,91
male,group B,associate's degree,free/reduced,completed,55,59,60
female,group D,master's degree,standard,none,81,95,100
male,group B,some high school,standard,none,44,45,47
male,group B,some high school,standard,none,66,59,58
female,group E,some college,standard,none,80,82,83
female,group D,some high school,free/reduced,none,34,52,51
female,group C,some college,standard,none,51,63,62
female,group B,bachelor's degree,standard,completed,73,86,87
male,group C,some college,free/reduced,none,76,68,65
female,group C,some college,free/reduced,none,56,68,67
male,group C,high school,standard,none,71,64,69
male,group B,high school,standard,none,65,58,51
male,group C,some college,standard,none,86,89,81
male,group B,associate's degree,standard,completed,83,73,76
male,group D,high school,standard,completed,51,39,43
male,group C,master's degree,standard,none,70,63,64
female,group D,bachelor's degree,free/reduced,none,71,82,77
female,group B,associate's degree,free/reduced,completed,61,76,75
female,group B,high school,standard,none,49,61,56
female,group C,some high school,standard,none,79,83,76
female,group A,high school,standard,completed,74,84,83
female,group B,some high school,free/reduced,completed,56,74,74
male,group E,associate's degree,standard,none,87,71,65
female,group D,high school,standard,none,59,75,75
male,group A,master's degree,free/reduced,none,47,53,54
male,group E,high school,standard,none,79,72,66
male,group D,some college,standard,completed,68,80,76
male,group C,some college,standard,none,92,90,87
male,group E,associate's degree,standard,completed,82,76,75
female,group B,some college,standard,completed,80,84,90
female,group B,master's degree,free/reduced,completed,56,58,64
male,group A,associate's degree,free/reduced,completed,62,58,59
male,group C,some college,standard,completed,48,53,53
male,group D,high school,standard,none,78,86,77
female,group E,some college,free/reduced,none,36,50,46
female,group D,master's degree,standard,completed,67,83,88
female,group D,associate's degree,free/reduced,none,50,63,62
female,group C,some college,free/reduced,none,48,62,62
female,group B,high school,free/reduced,none,48,63,51
female,group C,some college,free/reduced,completed,58,76,74
male,group C,high school,free/reduced,none,28,34,26
female,group C,associate's degree,standard,completed,76,76,79
female,group B,some college,standard,none,45,54,48
female,group D,bachelor's degree,free/reduced,none,55,66,68
male,group D,some college,free/reduced,none,77,75,70
male,group A,some high school,standard,none,67,59,58
male,group D,associate's degree,standard,none,98,83,86
male,group C,master's degree,free/reduced,none,73,75,67
male,group C,some college,standard,none,64,58,57
female,group C,some college,standard,none,60,74,68
female,group C,high school,standard,none,87,81,84
female,group B,some college,standard,none,53,58,53
male,group B,some college,standard,none,56,62,50
female,group C,some college,standard,none,73,83,79
female,group B,some high school,standard,none,80,75,77
female,group B,some college,standard,none,56,72,68
female,group E,master's degree,free/reduced,completed,50,61,64
female,group C,high school,free/reduced,none,45,55,50
male,group C,some high school,standard,completed,80,81,78
male,group B,associate's degree,standard,completed,97,91,90
female,group C,high school,standard,completed,82,87,90
female,group B,some college,free/reduced,none,33,42,40
female,group E,some high school,standard,completed,80,88,88
male,group B,master's degree,free/reduced,none,67,77,71
male,group C,some high school,standard,completed,41,41,38
male,group C,high school,free/reduced,completed,75,85,73
female,group D,associate's degree,standard,none,58,66,61
male,group D,bachelor's degree,free/reduced,completed,71,80,73
female,group B,associate's degree,free/reduced,none,67,75,73
male,group E,some college,standard,none,89,82,64
female,group B,high school,free/reduced,none,51,63,57
female,group D,associate's degree,free/reduced,completed,59,81,84
male,group D,some high school,free/reduced,none,53,49,48
male,group C,some college,free/reduced,none,48,51,46
female,group D,high school,standard,none,77,91,91
male,group D,master's degree,standard,completed,93,97,96
male,group C,bachelor's degree,free/reduced,none,78,76,75
